lexsize	fname	genre	typecount	is_adult	is_nonacad
100	wlp_acad_2008_top100.txt	acad	12	True	False
100	wlp_acad_1991_top100.txt	acad	13	True	False
100	wlp_acad_1999_top100.txt	acad	12	True	False
100	wlp_acad_2007_top100.txt	acad	12	True	False
100	wlp_acad_2012_top100.txt	acad	11	True	False
100	wlp_acad_2011_top100.txt	acad	12	True	False
100	wlp_acad_1997_top100.txt	acad	12	True	False
100	wlp_acad_2005_top100.txt	acad	12	True	False
100	wlp_acad_2006_top100.txt	acad	12	True	False
100	wlp_acad_1995_top100.txt	acad	12	True	False
100	wlp_acad_2010_top100.txt	acad	12	True	False
100	wlp_acad_1994_top100.txt	acad	12	True	False
100	wlp_acad_2003_top100.txt	acad	13	True	False
100	wlp_acad_2000_top100.txt	acad	12	True	False
100	wlp_acad_1990_top100.txt	acad	12	True	False
100	wlp_acad_2001_top100.txt	acad	12	True	False
100	wlp_acad_2004_top100.txt	acad	12	True	False
100	wlp_acad_1996_top100.txt	acad	12	True	False
100	wlp_acad_2009_top100.txt	acad	12	True	False
100	wlp_acad_1992_top100.txt	acad	12	True	False
100	wlp_acad_2002_top100.txt	acad	12	True	False
100	wlp_acad_1993_top100.txt	acad	12	True	False
100	wlp_acad_1998_top100.txt	acad	12	True	False
100	wlp_fic_1997_top100.txt	fic	26	True	True
100	wlp_fic_2009_top100.txt	fic	25	True	True
100	wlp_fic_2006_top100.txt	fic	25	True	True
100	wlp_fic_1991_top100.txt	fic	24	True	True
100	wlp_fic_1999_top100.txt	fic	25	True	True
100	wlp_fic_2004_top100.txt	fic	26	True	True
100	wlp_fic_2011_top100.txt	fic	25	True	True
100	wlp_fic_2005_top100.txt	fic	26	True	True
100	wlp_fic_2010_top100.txt	fic	23	True	True
100	wlp_fic_2007_top100.txt	fic	25	True	True
100	wlp_fic_2001_top100.txt	fic	24	True	True
100	wlp_fic_1992_top100.txt	fic	24	True	True
100	wlp_fic_1998_top100.txt	fic	26	True	True
100	wlp_fic_1996_top100.txt	fic	27	True	True
100	wlp_fic_2002_top100.txt	fic	25	True	True
100	wlp_fic_2003_top100.txt	fic	25	True	True
100	wlp_fic_2008_top100.txt	fic	23	True	True
100	wlp_fic_1993_top100.txt	fic	26	True	True
100	wlp_fic_1994_top100.txt	fic	27	True	True
100	wlp_fic_2000_top100.txt	fic	25	True	True
100	wlp_fic_1990_top100.txt	fic	25	True	True
100	wlp_fic_1995_top100.txt	fic	26	True	True
100	wlp_fic_2012_top100.txt	fic	24	True	True
100	wlp_mag_2001_top100.txt	mag	20	True	True
100	wlp_mag_2012_top100.txt	mag	21	True	True
100	wlp_mag_2011_top100.txt	mag	21	True	True
100	wlp_mag_1999_top100.txt	mag	21	True	True
100	wlp_mag_1997_top100.txt	mag	21	True	True
100	wlp_mag_2006_top100.txt	mag	21	True	True
100	wlp_mag_2004_top100.txt	mag	22	True	True
100	wlp_mag_2008_top100.txt	mag	22	True	True
100	wlp_mag_1993_top100.txt	mag	20	True	True
100	wlp_mag_2007_top100.txt	mag	22	True	True
100	wlp_mag_2009_top100.txt	mag	23	True	True
100	wlp_mag_1996_top100.txt	mag	23	True	True
100	wlp_mag_1994_top100.txt	mag	19	True	True
100	wlp_mag_1990_top100.txt	mag	19	True	True
100	wlp_mag_1995_top100.txt	mag	21	True	True
100	wlp_mag_2010_top100.txt	mag	20	True	True
100	wlp_mag_2000_top100.txt	mag	20	True	True
100	wlp_mag_2002_top100.txt	mag	21	True	True
100	wlp_mag_1992_top100.txt	mag	21	True	True
100	wlp_mag_2005_top100.txt	mag	22	True	True
100	wlp_mag_2003_top100.txt	mag	21	True	True
100	wlp_mag_1998_top100.txt	mag	21	True	True
100	wlp_mag_1991_top100.txt	mag	18	True	True
100	wlp_news_2008_top100.txt	news	21	True	True
100	wlp_news_1990_top100.txt	news	19	True	True
100	wlp_news_1994_top100.txt	news	22	True	True
100	wlp_news_2004_top100.txt	news	20	True	True
100	wlp_news_1999_top100.txt	news	21	True	True
100	wlp_news_1995_top100.txt	news	21	True	True
100	wlp_news_2001_top100.txt	news	21	True	True
100	wlp_news_2007_top100.txt	news	21	True	True
100	wlp_news_2009_top100.txt	news	21	True	True
100	wlp_news_2005_top100.txt	news	21	True	True
100	wlp_news_2010_top100.txt	news	19	True	True
100	wlp_news_2002_top100.txt	news	21	True	True
100	wlp_news_2006_top100.txt	news	21	True	True
100	wlp_news_1991_top100.txt	news	21	True	True
100	wlp_news_1992_top100.txt	news	21	True	True
100	wlp_news_1993_top100.txt	news	21	True	True
100	wlp_news_1997_top100.txt	news	20	True	True
100	wlp_news_2011_top100.txt	news	21	True	True
100	wlp_news_1996_top100.txt	news	21	True	True
100	wlp_news_2003_top100.txt	news	20	True	True
100	wlp_news_1998_top100.txt	news	21	True	True
100	wlp_news_2012_top100.txt	news	20	True	True
100	wlp_news_2000_top100.txt	news	20	True	True
100	wlp_spok_1995_top100.txt	spok	20	True	True
100	wlp_spok_1994_top100.txt	spok	20	True	True
100	wlp_spok_2005_top100.txt	spok	20	True	True
100	wlp_spok_2002_top100.txt	spok	21	True	True
100	wlp_spok_1992_top100.txt	spok	21	True	True
100	wlp_spok_1996_top100.txt	spok	19	True	True
100	wlp_spok_2000_top100.txt	spok	20	True	True
100	wlp_spok_2006_top100.txt	spok	22	True	True
100	wlp_spok_2001_top100.txt	spok	21	True	True
100	wlp_spok_2004_top100.txt	spok	21	True	True
100	wlp_spok_2012_top100.txt	spok	23	True	True
100	wlp_spok_1999_top100.txt	spok	22	True	True
100	wlp_spok_2009_top100.txt	spok	21	True	True
100	wlp_spok_2008_top100.txt	spok	21	True	True
100	wlp_spok_2010_top100.txt	spok	22	True	True
100	wlp_spok_2003_top100.txt	spok	20	True	True
100	wlp_spok_1993_top100.txt	spok	20	True	True
100	wlp_spok_1997_top100.txt	spok	22	True	True
100	wlp_spok_2011_top100.txt	spok	23	True	True
100	wlp_spok_1991_top100.txt	spok	20	True	True
100	wlp_spok_1990_top100.txt	spok	20	True	True
100	wlp_spok_1998_top100.txt	spok	23	True	True
100	wlp_spok_2007_top100.txt	spok	22	True	True
100	wlp_cds_brown_top100.txt	cds	32	False	True
100	wlp_cds_brent_top100.txt	cds	23	False	True
100	wlp_cds_macwhinney_top100.txt	cds	28	False	True
500	wlp_acad_2000_top500.txt	acad	34	True	False
500	wlp_acad_2010_top500.txt	acad	35	True	False
500	wlp_acad_2001_top500.txt	acad	32	True	False
500	wlp_acad_1997_top500.txt	acad	34	True	False
500	wlp_acad_1995_top500.txt	acad	32	True	False
500	wlp_acad_1994_top500.txt	acad	35	True	False
500	wlp_acad_2007_top500.txt	acad	36	True	False
500	wlp_acad_1998_top500.txt	acad	33	True	False
500	wlp_acad_2005_top500.txt	acad	33	True	False
500	wlp_acad_2006_top500.txt	acad	33	True	False
500	wlp_acad_2003_top500.txt	acad	35	True	False
500	wlp_acad_2002_top500.txt	acad	32	True	False
500	wlp_acad_1996_top500.txt	acad	33	True	False
500	wlp_acad_2008_top500.txt	acad	34	True	False
500	wlp_acad_2011_top500.txt	acad	34	True	False
500	wlp_acad_2012_top500.txt	acad	31	True	False
500	wlp_acad_1993_top500.txt	acad	33	True	False
500	wlp_acad_1999_top500.txt	acad	33	True	False
500	wlp_acad_1990_top500.txt	acad	34	True	False
500	wlp_acad_1992_top500.txt	acad	33	True	False
500	wlp_acad_1991_top500.txt	acad	34	True	False
500	wlp_acad_2009_top500.txt	acad	38	True	False
500	wlp_acad_2004_top500.txt	acad	34	True	False
